ventaja	propio	destino	categoria	subcategoria	destino_propuesto	id	nombre
15.86	0.00	15.86	Celulares	Accesorios	Bocinas	p160056	Tocadiscos de Madera nostálgico Hi-Fi y Home, Reproductor de Discos de Vinilo inalámbrico con CD, grabación de MP3 a USB y Entrada para Smartphones y tabletas.
15.84	6.32	22.16	Autos, bicicletas y motos	Autos	Equipo comercial	p252513	Carros de Almacenamiento para Servicio de Autos, vehículo utilitario, Carrito portátil multifunción para el hogar, Carrito de lavandería com
15.83	6.60	22.43	Cocina y comedor	Organización de cocina	Equipo comercial	p361065	Carrito de Servicio de Cocina de Estilo Industrial Vintage con botellero. Fácil de Montar. Ruedas universales para facilitar la Movilidad.
15.83	6.60	22.43	Cocina y comedor	Organización de cocina	Equipo comercial	p361076	Carrito de Servicio de Cocina de Estilo Industrial Vintage con botellero y Ruedas universales. Fácil de Montar.
15.83	6.60	22.43	Cocina y comedor	Organización de cocina	Equipo comercial	p361077	Carrito de Servicio de Cocina de Estilo Industrial Vintage con botellero y Ruedas universales. Fácil de Montar.
15.80	1.71	17.51	Componentes y accesorios de PC	Componentes	Equipo comercial	p348121	Carro de Almacenamiento Isla de Cocina Madera con cajones Superiores Piedra, gabinete, estantes Abiertos y Barra for Toallas(Large)
15.77	5.33	21.10	Cocina y comedor	Organización de cocina	Equipo comercial	p358583	Carrito de Bebidas, Carro Cocina, Carrito de Bar Organizador con Ruedas con 2 Pisos y 4 Botelleros, Carro para Cocina, Comedor, Sal?n, Exterior, Interior, 85,8 
15.72	1.86	17.58	Muebles	Mesas de centro	Juegos de mesa	p239080	Dan&Dre The Mind Card Games - Juego de Mesa para Fiestas, Juego Interactivo de 2 a 4 Jugadores para la Familia
15.71	7.77	23.47	Muebles	Libreros	Equipo comercial	p360890	Carro con Ruedas Cocina Herramienta Industrial Catering Carrito De Bebidas Fácil De Montar para El Hogar, La Sala De Estar, La Oficina - 84 X 37,3 X 67 Cm
15.66	7.64	23.30	Muebles	Mesas plegables y multiusos	Equipo comercial	p236803	VEVOR Mesa de Trabajo de Acero Inoxidable, Mesa de Preparación con 4 Ruedas, Estantería de Trabajo de Preparación de Alimentos con Estantes Ajustables para Coci
15.64	3.49	19.14	Herramientas	Neumáticas	Equipo comercial	p358590	Big Red - Carrito de Herramientas de Acero con 3 neumáticos, Carrito de Servicio Pesado con Ruedas con Dos Frenos para Oficina, Cocina, almacén, Capacidad de 40
15.64	4.10	19.74	Autos, bicicletas y motos	Autos	Blancos y ropa de cama	p342667	Flannel 5 Piece Receiving Blankets- 100% Lujo Algodón Orgánico Cobija Envolvente para Niños y Niñas Suave Tejido Cálido Acogedor Coche Cuna Recién Nacidos Bebés
15.62	1.38	17.00	Electrodomésticos	Planchas	Belleza y cuidado personal	p26497	Korean Professional Skin Care Nano Mister Spray Electric Power Handheld Sprayer Japan Micro Mini Mist Facial Steamer For Travel
15.61	2.48	18.09	Autos, bicicletas y motos	Autos	Belleza y cuidado personal	p311525	Zyllion Shiatsu - Masajeador de espalda y cuello – Masaje corporal recargable inalámbrico con calor para hombros, pies, piernas y uso en casa, oficina, coche, c
15.60	4.90	20.50	Equipo comercial	Punto de venta	Cargadores y adaptadores	p349708	Qwiizlab Adaptador USB C Hub 5 en 1, puerto de datos USB 3.0, lector de tarjetas microSD, puerto de audio de 3.5 mm para MacBook Pro M4/M3/M2/M1 Pro/Max (gris)
15.59	5.14	20.73	Muebles	Sofás de 2 y 3 plazas	Blancos y ropa de cama	p244781	Mon Chateau Manta de Piel Sintética Crest de 60" x 70", Manta de Felpa de Lujo para Sofá, Sofá o Cama, Manta Reversible Suave para Dormir, Decoración del Hogar 
15.57	7.13	22.70	Videojuegos	Juegos Xbox	Almacenamiento	p279775	Seagate Unidad de Juego para Xbox, 2 TB, Disco Duro Externo HDD, para Xbox One, Servicios de Rescate de 2 años (STKX2000403)
15.55	5.18	20.73	Autos, bicicletas y motos	Accesorios y refacciones	Otros	p256956	Panel Solar de 20 W, Kit de Células Solares de 12 V y 24 V con Controlador MPPT Resistente Al Agua, Mantenedor de Cargador Solar para RV, Hogar, Vehículo, Viaje
15.53	3.39	18.91	Muebles	Mesas de centro	Juegos de mesa	p239110	MAR LÚDICO Juego de Mesa en Español | Expansión Coffee Rush | Agrega a tu diversión Miniaturas de Pasteles | Nuevos Tableros de Jugadores | Nuevas Cartas de Ped
15.52	3.07	18.59	Cocina y comedor	Organización de cocina	Equipo comercial	p357372	COFaR - Gabinete de almacenamiento de metal negro, organizador de cocina industrial de 40 pulgadas y aparador buffet, gabinete de acero de 3 niveles con estante
15.52	1.76	17.28	Muebles	Escritorios de oficina	Laptops	p247131	Ordenador, procesador CPU, unidad central de proceso CPU R 7 5800X R7 5800X 3,8 GHz, Ocho Núcleos, 16 Hilos, 7NM L3 = 32M, 100-000000063 Socket AM4 Computadoras
15.46	4.61	20.08	Autos, bicicletas y motos	Autos	Iluminación	p249388	4 Pcs Luces Led Interiores Inalámbricas,Luz Led Interior para Autos,7 Colores Ajustable,iluminación Ambiental Recargable,Accesorios de Coche,Apto para Almacenam
15.42	3.33	18.75	Muebles	Bases de cama y box	Blancos y ropa de cama	p262491	Kit de tambor, manta con diseño de tambor de llama, manta de cama para niños y adolescentes con tema de instrumentos musicales, manta de forro polar para sofá, 
15.37	1.76	17.14	Muebles	Escritorios de oficina	Laptops	p247184	Ordenador, procesador CPU, Unidad Central de proce 2 Quad Q9550 2.8 g Hz Quad-Core de Quad-Core UPC Procesador 1 2M 95W LGA 775 1 0pcs/Lote Computadoras de Escr
15.37	1.76	17.14	Muebles	Escritorios de oficina	Laptops	p247250	Ordenador, procesador CPU, Unidad Central de proce I7 7700k 4.2g Hz Quad-Core Ocho Hilos 8m 91W CPU Procesador LGA 1151 Computadoras de Escritorio, tabletas, po
15.37	3.34	18.71	Muebles	Mesas de centro	Juegos de mesa	p239174	MAR LÚDICO Quoridor Mini | Juego de Mesa de Estrategia Abstracta y Lógica para 2 a 4 Jugadores | Versión Portátil de Madera para Viaje | Bloquea y Cruza el Labe
15.35	5.43	20.79	Otros	Organización del hogar	Lavadoras	p201198	Paquete de 2 estantes de lavandería montados en la pared con cestas de alambre, estante sobre la lavadora y secadora con estante de secado de ropa, 8 ganchos, e
15.32	3.84	19.16	Autos, bicicletas y motos	Autos	Blancos y ropa de cama	p341402	Manta térmica eléctrica para coche para cuello, hombros y espalda, almohadilla térmica eléctrica con peso de 12 voltios para aliviar el dolor, apagado automátic
15.30	3.49	18.79	Cargadores y adaptadores	Adaptador de corriente	Salud	p310953	Eliminador de placas de perro para dientes, kit de limpieza de dientes de perro con luz LED, limpiador seguro de dientes de mascotas, herramienta de cuidado den
15.30	4.10	19.40	Autos, bicicletas y motos	Autos	Blancos y ropa de cama	p342814	Manta Arrullo para Niños y Niñas - 100% Lujo Algodón Suave Tejido Cálido Acogedor Coche Cuna Recién Nacidos Bebés Niños Pequeños (Ciervo - Salvia)
15.28	5.22	20.50	Autos, bicicletas y motos	Baterías para auto	Otros	p146588	Kit de panel solar Voltset 50W 24V, mantenedor de batería solar con controlador de carga MPPT y soporte ajustable, cargador de batería solar para RV, automóvil,
15.27	6.71	21.98	Videojuegos	Juegos Xbox	Laptops	p280304	WD_Black 2TB SN7100X NVMe SSD - Construido para ROG Xbox Ally (X) y PC, velocidades de Lectura de hasta 7,250 MB/s, Unidad Interna de Estado sólido, con Licenci
15.25	1.55	16.80	Componentes y accesorios de PC	Componentes	Climatización	p363550	AADHC1002P Control de Humedad deshumidificador Comercial de 110 pintas, Capacidad de refrigeración de 14.000 BTU/h
15.24	6.21	21.45	Electrodomésticos	Extractores de jugo	Belleza y cuidado personal	p309675	Aceite de Jojoba Puro Prensado en Frío con Gotero 50 ml，Multifuncional Aceite Facial,Vegano, No Grasosa, Hidratación y Nutrición Natural, para Piel, Cabello y U
15.23	2.20	17.44	Refacciones	Refacciones para freidora de aire	Electrodomésticos	p207555	Juego de 2 extractores para freidora de aire, extractor de parrillas, herramienta de extracción de rejilla para horno, clip para parrillas, clip para horno, apt
15.21	2.29	17.50	Herramientas	Organización	Equipo comercial	p358822	Carrito Organizador doble | Cuenta con 6 Niveles de Almacenamiento y 2 Ruedas con Bloqueo | Ideal para Cocina, Estética, Herramientas, Oficina, Baño
15.20	2.60	17.80	Autos, bicicletas y motos	Autos	Cámaras y fotografía	p257734	Cámara PTZ 4K 20X Zoom óptico NDI 60fps HDMI USB3.0 SDI LAN POE AI Auto Tracking Cámara PTZ Nueva generación para adoración de iglesia Transmisión en vivo Confe
15.20	4.57	19.77	Componentes y accesorios de PC	Accesorios de monitor	Cámaras y fotografía	p278596	GUOJIAN Cámara Deportiva 1080P con WiFi, Cámara para Bicicleta con Soporte, Cámara Portátil con Clip y Pantalla de 1.54”, Compatible con Tarjeta TF, para Ciclis
15.20	4.79	19.99	Otros	Varios	Cámaras y fotografía	p278581	AKASO Palo Selfie Invisible 120CM para Cámara Deportiva
15.19	6.81	22.00	Celulares	Android	Baterías portátiles	p154034	Generador portátil de manivela de 150 W, batería de Litio de Gran Capacidad incorporada de 5000 mAh 12 V 5,2 V generación de energía Cargador de teléfono móvil 
15.18	3.40	18.58	Autos, bicicletas y motos	Bolsas, canastas y portabultos	Cocina y comedor	p261062	TRIWONDER TPU Botella Soft Flask Bolsa de Hidratación Plegable a Prueba de Fugas Ideal para Mochila de Hidratación para Correr Ciclismo Senderismo
15.17	2.36	17.53	Muebles	Muebles de cocina	Equipo comercial	p360560	Isla de cocina con almacenamiento, carrito de cocina con toma de corriente, isla de cocina industrial sobre ruedas, carrito de cocina para el hogar
15.17	3.52	18.69	Otros	Organización del hogar	Equipo comercial	p358717	Carro de Servicio, Carro de recolección, Carro de Reciclaje, Carro de Servicio, Carro Comercial con Ruedas para lavandería, con Bolsas extraíbles, a(
15.15	3.27	18.42	Refacciones	Para patinetas eléctricas	Cargadores y adaptadores	p146971	Vbestlife 100‑240V 42V 1.5A Cargador de batería de Litio Adaptador de Corriente para Scooter eléctrico Cable de alimentación Enchufe de EE. UU.
15.15	5.67	20.82	Electrodomésticos	Pequeños electrodomésticos de cocina	Deportes y fitness	p326499	Cabilock 4 Piezas Pasador para Máquina de Gimnasio con Cabeza Esférica 10x95mm - Gym Weight Stack Pin de Acero Resistente con Bloqueo de Seguridad, Selector de 
15.12	3.19	18.31	Tabletas	Tabletas Android	Cargadores y adaptadores	p143324	lyrlody USB HUB USB2.0 Distribuidor Adaptador de 2 Puertos para la Carga Simultánea de 2 Dispositivos con Carcasas de Aluminio para Tableta de Teléfonos Celular
15.10	7.08	22.17	Muebles	Mesas de comedor	Iluminación	p360113	Luces colgantes modernas de oro con colgante de vidrio para cocina, isla, comedor, recámara, fregadero de cocina (color dorado, 2 unidades)
15.10	6.03	21.12	Lavadoras		Blancos y ropa de cama	p341252	Compresa Caliente Electrica,Almohadilla Térmica Eléctrica,Calentamiento rápido,6 configuraciones de temperatura,Adecuado para espalda, hombros, abdomen, piernas
15.09	1.11	16.21	Cocina y comedor	Organización de cocina	Equipo comercial	p357377	Dpofirs Estante de Encimera de Rústica |Estante de Especias de 2 Niveles para Tarros de Condimentos, Organizador de Cocina de Baño, de Almacenamiento Industrial
15.09	4.26	19.35	Televisores		Redes	p258090	Amplificador WiFi USB 300Mbps 2.4GHz, Repetidor Inalámbrico Portátil para Smart TV con RJ45, Modos Ap/Repetidor/TV, Compatible con PC/Laptop/Teléfono (Incluye C
15.08	6.86	21.94	Celulares	Android	Laptops	p143203	Windows 10 Intel Celeron de Doble núcleo J3355 hasta 2,5 GHz, Tarjeta del TF y Bluetooth y Wi-Fi de Doble y Mini HDMI, Estados Unidos/Enchufe de la UE Teléfonos
15.08	6.86	21.94	Celulares	Android	Laptops	p143232	Windows 10 Intel Celeron de Doble núcleo J3355 hasta 2,5 GHz, Tarjeta del TF y Bluetooth y Wi-Fi de Doble y Mini HDMI, Estados Unidos/Enchufe de la UE Teléfonos
15.08	6.86	21.94	Celulares	Android	Laptops	p143913	Windows 10 Intel Celeron de Doble núcleo J3355 hasta 2,5 GHz, Tarjeta del TF y Bluetooth y Wi-Fi de Doble y Mini HDMI, Estados Unidos/Enchufe de la UE Teléfonos
15.07	0.00	15.07	Electrodomésticos	Pequeños electrodomésticos de cocina	Belleza y cuidado personal	p311580	Zyllion ZMA-13RB-BK | Almohada de Masaje Shiatsu Inalámbrica de Espalda y Cuello - Cojín Masajeador Amasador Recargable con Calor para Hombros, Espalda Baja, Pa
15.03	3.19	18.22	Joyería y bisutería	Anillos	Domótica y hogar inteligente	p354791	Yale Security YRD216NR605 - Teclado, Funciona con SmartThings, Wink, anillo de alarma y más (Z-Wave Plus), Oil Rubbed Bronze
15.03	3.80	18.83	Herramientas	Baterías y cargadores de herramienta	Cargadores y adaptadores	p152850	Inversor de corriente de 220 W para batería Milwaukee M18, inversor de fuente de alimentación, convertidor de CC 18 V a CA 110 V - 120 V adaptador de cargador p
15.02	4.12	19.14	Electrodomésticos	Otros electrodomésticos de cocina	Mascotas	p310018	Yosoo Báscula para Mascotas Pequeña, Báscula de Cocina Digital de 10kg/1g con Almohadillas Antideslizantes para Pesar Gatos, Perros y Animales Pequeños
15.02	2.60	17.62	Autos, bicicletas y motos	Autos	Belleza y cuidado personal	p311402	Hirola Masajeador de Espalda, Cuello y Pies para Alivio del dolor Muscular, Gancho de Auto Masaje, Terapia de Bastón, Masajeador para Dolores Musculares y Relaj
15.02	5.46	20.48	Refacciones	Refacciones para freidora de aire	Electrodomésticos	p207536	16 filtros de freidora de aire para cesta de freidora de aire de 6 cuartos de galón, piezas de repuesto de filtro de borrado de olores compatibles con Instant V
15.01	0.00	15.01	Herramientas	Material eléctrico	Domótica y hogar inteligente	p350347	Interruptor de Luz con Sensor de Ocupación, Interruptor de Luz de Movimiento PIR de 360 grados Interruptor de Luz con Sensor de Movimiento 110V-240V Interruptor
15.01	0.00	15.01	Refacciones	Refacciones para electrodomésticos	Cargadores y adaptadores	p146984	Wanme Adaptador Cargador Tipo-C 15V HQ8505 para Afeitadoras Philips Norelco HQ8505, Series 7000 5000 3000, Oneblade QP6520 QP6530 QP6510 - Conversor de Carga US
15.01	3.71	18.72	Herramientas	Material eléctrico	Domótica y hogar inteligente	p350707	FTVOGUE Tomacorriente GFCI Receptáculo GFCI Enchufe con Puerta de Seguridad y Detección Automática Toma de Pared de 15 A 120 V para Uso en Interiores y Exterior
15.00	3.63	18.63	Muebles	Mesas de centro	Electrodomésticos	p245841	Destilador De Agua Acero Inoxidable 750W 4L Destilador De Agua De Galón Destilador De Encimera Para El Hogar Máquina De Agua Fabricante De Agua Destilada Mesa D
15.00	2.05	17.05	Muebles	Colchones matrimoniales	Blancos y ropa de cama	p343725	Grand Down - Colchón de plumón Alternativo para Todas Las Estaciones, Color Blanco, Blanco, Doble, 1, 1
14.99	4.64	19.63	Cámaras y fotografía	Accesorios	Cargadores y adaptadores	p143987	Tilta LP-E6P - Kit de batería para estación de carga, 4 ranuras de 45 W PD USB-C cargador rápido | Compatible con baterías Canon LP-E6 LP-E6P | Hub de carga de 
14.98	6.98	21.97	Cargadores y adaptadores	Inalámbrico	Audífonos	p185976	Jabra Evolve 65 UC - Auriculares inalámbricos Overol - Incluye Adaptador USB Link 370 - Auriculares Bluetooth con Rendimiento inalámbrico líder en la Industria,
14.98	0.00	14.98	Herramientas	Plomería	Electrodomésticos	p359757	APPASO Grifo de Cocina en Cascada con Rociador Extraíble Níquel Cepillado | 3 Modos, Acero inoxidable SUS304, Fácil instalación, Anti-huellas y Duradero, Cartuc
14.98	1.76	16.74	Muebles	Escritorios de oficina	Componentes y accesorios de PC	p280004	Disco Duro Interno WD Purple 3TB 3.5 Escritorio SATA3 6GB/S 128MB 24X7 DVR NVR 1-8 BAHIAS 1-64 CAMARAS WD34PURZ
14.98	6.93	21.91	Cocina y comedor	Organización de cocina	Equipo comercial	p361508	Carro de servir industrial con botellero de 3 niveles de madera y metal carro de bar para cocina té cerveza portátil carro de servir
14.97	6.71	21.69	Domótica y hogar inteligente	Lámparas y plafones inteligentes	Iluminación	p357143	Lámpara de techo LED moderna con funciones inteligentes for sala de estar y dormitorio: lámpara colgante creativa for decoración de apartamentos,Corredores
14.97	5.20	20.17	Videojuegos	Cargadores, bases y soportes	Tabletas	p160164	JSAUX - Soporte Universal para Tablet, portátil, Plegable, para computadora, Compatible con iPad Mini/Air, Samsung Galaxy Tab, Kindle Fire, Steam Deck, Switch 2
14.97	7.03	22.00	Teclados	Inalámbricos	Domótica y hogar inteligente	p354557	ULTRALOQ U-Bolt Pro Bluetooth habilitado para huellas dactilares y teclado inteligente, Negro con níquel satinado, Bluetooth, Huella dactilar
14.97	3.81	18.78	Herramientas	Cerraduras y candados	Domótica y hogar inteligente	p353680	Yale mx81010 cerrojo para puerta de entrada modelo 560p llave-mariposa, niquel satin
14.96	4.84	19.81	Celulares	Android	Domótica y hogar inteligente	p251596	Sistemaa De Alarma Para Automóvil Con Arranque Remoto - Sistemaa De Arranque Pasivo Sin Llave | Sistemaa Antirrobo Inteligente Para Coche Con Control De Teléfon
14.93	2.79	17.72	Autos, bicicletas y motos	Bicicletas eléctricas	Movilidad eléctrica	p72447	Bicicleta Eléctrica Honey Whale K6 Pro
